video_id;title;description;published_at;channel_id;channel_title;category_id;live_broadcast_content;view_count;like_count;comment_count;favorite_count;duration;dimension;definition;caption;licensed_content;projection
Y8Tko2YC5hA;What is Python? Why Python is So Popular?;"What is Python? This short video explains it in 4 minutes.
🔥Python Tutorial for Beginners: https://youtu.be/_uQrJ0TkZlc
🔥Python Tutorial for Programmers: https://youtu.be/f79MRyMsjrQ
🔥Subscribe for more videos like this: https://goo.gl/6PYaGF

In this video, I'm going to answer the top questions about Python: 

- What is Python?
- What can you do with Python?
- What kind of applications can you build with Python?
- How to learn Python?

Python is one of the top three most popular programming languages in 2019 and everybody is learning Python either to make their life easier or to expand their job opportunities. 

Python is often used in:
- Data science and machine learning
- Web development
- Automation 

In fact, if you want to get into data science and machine learning, Python is THE language that you must learn. 

Python and Django (a popular Python framework) are also very popular choices for building the backend of web applications. Small or big companies use Python to re-write their existing applications or build new applications. Instagram, DropBox, and YouTube are examples of websites built with Python. Well, more accurately, the backend of these applications is built with Python and Django. 

Python is also very popular for writing scripts to automate repetitive boring tasks that waste their time. 

If you want to expand your career opportunities, you should learn Python in 2019. 

Watch my Python tutorial for beginners to learn Python in one day:  https://youtu.be/_uQrJ0TkZlc


Stay in Touch:
https://www.facebook.com/programmingwithmosh
https://twitter.com/moshhamedani
http://programmingwithmosh.com";2018-10-23T03:06:02Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
uVwtVBpw7RQ;What is Node js?;"What is Node js? This short video explains it in 3 minutes.
🔥Node js tutorial for beginners: https://youtu.be/TlB_eWDSMt4

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

Courses: https://codewithmosh.com
Blog: https://programmingwithmosh.com 
Facebook: https://www.facebook.com/programmingwithmosh/
Twitter: https://twitter.com/moshhamedani";2018-01-23T23:51:31Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
NClmyC6olC0;Top Programming Languages to Learn in 2025;"Want to future-proof your coding skills? Discover the top programming languages that will dominate in 2025, with real-world use cases and career insights. Don’t miss out—stay ahead in tech!

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

🔗 Tutorials 
https://youtu.be/_uQrJ0TkZlc?si=PlSZ9OJl2sku4sIH
https://youtu.be/kqtD5dpn9C8?si=tr53YlfyrMqsi_RF
https://youtu.be/eIrMbAQSU34?si=n1fSY_7d96rzzomX
https://youtu.be/W6NZfCO5SIk?si=uaOUNhKhr2dOySV2
https://youtu.be/d56mG7DezGs?si=Kpc4FFmYOWKvpPIc
https://youtu.be/7S_tz1z_5bA?si=83GhWNiU_J9MB2e2
https://youtu.be/ZzaPdXTrSb8?si=Ve9Y4HTogsj_pJLM

✋ Stay connected:
- Full Courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

#coding #programming";2025-01-22T12:30:18Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
h4FRpDGuJyI;Microsoft laid off 6,000 people… but why?;"Everyone’s talking about the layoffs — but no one’s asking the right questions. This goes way deeper than AI. Let’s break it down.

Level up your coding skills: https://codewithmosh.com

✋ Stay connected:
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/";2025-05-20T11:30:41Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
upDLs1sn7g4;What is JavaScript?;"What is JavaScript? This short video explains it in 5 minutes.
🔥Get the full JavaScript course: http://bit.ly/2M1sp4B

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

Courses: https://codewithmosh.com
Blog: https://programmingwithmosh.com 
Facebook: https://www.facebook.com/programmingwithmosh/
Twitter: https://twitter.com/moshhamedani";2018-04-24T04:00:17Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
NKmasqr_Xkw;Python Stacks - Python Tutorial for Absolute Beginners | Mosh;"Learn how to use stacks in Python. 

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-11-13T15:00:02Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
N3AkSS5hXMA;What Is React (React js) & Why Is It So Popular?;"What is React (React js)? This video explains it in 5 Minutes!
🔥React tutorial for beginners: https://youtu.be/Ke90Tje7VS0

Subscribe to my YouTube channel for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

Courses: https://codewithmosh.com
Blog: https://programmingwithmosh.com 
Facebook: https://www.facebook.com/programmingwithmosh/
Twitter: https://twitter.com/moshhamedani";2018-06-27T04:05:47Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
v73-ps01c5w;How Spring Boot Can Be A Game Changer For Your Career;"Learn how Spring Boot simplifies Java development and why it's a must-have skill for developers!

🚀 Want to build your first Spring Boot application? Watch my tutorial here: https://youtu.be/gJrjgg1KVL4?si=iyduMaeArvy2xlJg

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

✋ Stay connected:
- Full Courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

#springboot #java #backend";2025-03-04T12:01:21Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
fZmQ_aPXJAM;The Best Tech Jobs for 2025: High Demand & High Pay;"Curious about the best tech careers for 2025? Find out which roles are in demand, what they pay, and why they matter in today’s fast-changing world of tech.

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

🚀 Roadmaps: https://youtube.com/playlist?list=PLTjRvDozrdlx82aIrsHY_Ndr3mKGK4tgq&si=JjJvrStpQ75JFAeZ

✋ Stay connected:
- Full Courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

#coding #tech #techcareers";2024-12-24T13:30:06Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
7IgVGSaQPaw;The Complete Machine Learning Roadmap;"Go from zero to a machine learning engineer in 12 months. This step-by-step roadmap covers the essential skills you must learn to become a machine learning engineer in 2024. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

Download the FREE roadmap PDF here: https://mosh.link/machine-learning-roadmap

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

🔗 Other roadmaps

https://youtu.be/Tef1e9FiSR0?si=QpVnZ_o9-DAXzT71
https://youtu.be/OeEHJgzqS1k?si=qd0ZIqAzUpZQn6BX

📚 Tutorials 

https://youtu.be/_uQrJ0TkZlc?si=ZhlCrQs1SkaPNVa8
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/BBpAmxU_NQo?si=dm-ZCPxVBYWS1Qhn
https://youtu.be/7S_tz1z_5bA?si=QL7s_M2Ao90RDwG8

📖 Chapters

00:00 - Introduction
00:20 - Programming Languages
00:42 - Version Control
01:03 - Data Structures & Algorithms 
01:35 - SQL
01:55 - The Complete Roadmap PDF
02:19 - Mathematics & Statistics
02:40 - Data Handling 
03:15 - Machine Learning Fundamentals
03:57 - Advanced Topics 
04:28 - Model Deployment

#machinelearning #ai #datascience #coding #programming";2024-07-18T13:00:06Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
r16Rn4_jDfk;How to Learn to Code and Make $60k+ a Year;"Wondering how to learn to code? What programming languages to learn? Watch this video to find out. 
Python tutorial for beginners: https://youtu.be/_uQrJ0TkZlc

This video answers the frequently asked questions by beginners who want to learn how to code fast:

- What you need to learn to code
- What programming languages you should learn 
- Where to learn to code
- Why colleges are a waste of time 
- How long it takes to learn programming and get a job
- How to prepare for programming job interviews 

🔥Subscribe for more tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1


LEARNING RESOURCES
Learn how to code with Python: 
https://youtu.be/_uQrJ0TkZlc

Ask your questions here: 
http://stackoverflow.com 
 
Python exercises for beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/


PREPARING FOR JOBS 
Upload your code to http://github.com 


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2019-01-08T21:43:10Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
gdiao7L9GjE;From Zero to Blockchain Developer in 10 Months: Complete Roadmap;"Go from zero to a blockchain developer in 10 months. This step-by-step roadmap covers the essential skills and latest technologies to become a blockchain developer. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

Download the FREE roadmap PDF: https://mosh.link/blockchain-roadmap

✋ Stay connected:

- Full Courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

📚 Tutorials 

https://youtu.be/_uQrJ0TkZlc?si=CgNwkAU760a5nRA6
https://youtu.be/kqtD5dpn9C8?si=09gTE-7ltWEZSuqQ
https://youtu.be/W6NZfCO5SIk?si=yS0lQXyy3qwQF3DA
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/BBpAmxU_NQo?si=dm-ZCPxVBYWS1Qhn
https://youtu.be/SqcY0GlETPk?si=4byQs5W3qyG-011L

#blockchain #coding #techjobs";2025-01-07T12:30:49Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
t9j8lCUGZXo;What are Sets in Python? Python Tutorial for Absolute Beginners | Mosh;"What are sets in Python? How to use sets in Python? This Python tutorial explains it. 

🔥Subscribe for more Python tutorials like this: https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

🔥Python for Beginners Tutorial: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-11-14T15:00:05Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
J-graiyPhpw;9 Reasons People Hate JavaScript;"Why does everyone HATE JavaScript? We expose its flaws, quirks, and why it's still the king of the web!

✋ Stay connected

- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

📖 What's covered

00:00 - Introducing JavaScript
00:14 - History of JavaScript
00:32 - Coercion 
00:59 - Equality operators
01:29 - Array.sort
01:50 - Null and undefined
02:08 - The this keyword
02:23 - Classes 
02:38 - Module system
03:16 - TypeScript
03:47 - Ecosystem
04:28 - Why JavaScript is the king

#javascript #programming #webdevelopment  #coding";2024-05-17T13:00:17Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
v7BNtpw53AA;The Complete Cybersecurity Roadmap: Land a Cybersecurity Job in 10 Months;"The complete step-by-step roadmap to land your first cybersecurity job in 10 months or less.

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

✋ Stay connected:
- Full Courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

📚 Tutorials 

https://youtu.be/_uQrJ0TkZlc?si=CgNwkAU760a5nRA6
https://youtu.be/kqtD5dpn9C8?si=09gTE-7ltWEZSuqQ

#cybersecurity #coding #techjobs";2025-01-14T12:31:01Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
9R3X0JoCLyU;The Complete Data Science Roadmap;"Go from zero to a data scientist in 12 months. This step-by-step roadmap covers the essential skills you must learn to become a data scientist in 2024. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

Download the FREE roadmap PDF here: https://mosh.link/data-science-roadmap

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

📚 Tutorials 

https://youtu.be/_uQrJ0TkZlc?si=ZhlCrQs1SkaPNVa8
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/BBpAmxU_NQo?si=dm-ZCPxVBYWS1Qhn
https://youtu.be/7S_tz1z_5bA?si=QL7s_M2Ao90RDwG8

📖 Chapters

00:00 - Introduction
00:24 - Programming Languages
00:45 - Version Control
01:05 - Data Structures & Algorithms 
01:25 - SQL
02:08 - Mathematics & Statistics
02:30 - Data Handling and Visualization
03:19 - Machine Learning
04:01 - Deep Learning
04:35 - Specialization
05:24 - Big Data

#datascience #machinelearning #ai #coding #programming";2024-08-01T13:00:08Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
IsG4Xd6LlsM;JavaScript if else (tutorial);"JavaScript if else made simple. 

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B


Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:27:15Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
kJOqIaGwQ7Y;Top Programming Languages to Learn in 2024 (For High-paying Jobs);"Overwhelmed by endless programming languages? This video helps you pick the PERFECT language to kickstart your dream tech career in 2024.

#coding #programming #ai

💡 Related videos:
https://youtu.be/kqtD5dpn9C8?si=GdgBBCVDReYHx3nm
https://youtu.be/W6NZfCO5SIk?si=rjEsYx9yfQcibK8h
https://youtu.be/qz0aGYrrlhU?si=JKTdhlA32GsyQndQ
https://youtu.be/ZzaPdXTrSb8?si=2BtlsfELp4l2CJT4
https://youtu.be/gfkTfcpWqAY?si=_zROEA2Krj2JDXt5
https://youtu.be/eIrMbAQSU34?si=3zqgIuSB6_OaYCCG
https://youtu.be/XKkoVpupYdw?si=w6tFGrNn0wO9Qyeo
https://youtu.be/HXH4yu227EQ?si=gYjEJcoUICdUAKbd


✋ Stay connected:
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/


📖 What's covered
00:00 Introduction
00:26 Is AI Replacing Coders?
00:45 The Hard Truth About Coding
01:24 Languages for Web Development
02:29 Languages for Mobile Development
03:43 Languages for Game Development
04:10 Languages for Embedded Systems
04:50 Languages for AI & Machine Learning";2024-04-02T13:00:50Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
09BwruU4kiY;JavaScript Strings;"JavaScript Strings

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:48:37Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
N8ap4k_1QEQ;JavaScript Functions;"JavaScript Functions

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:35:35Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
